17/10000217_1981-05-05_2009.jpg|sami jauhojarvi| 1.000000|https://en.wikipedia.org/wiki/sami+jauhojarvi
48/10000548_1925-04-04_1964.jpg|Dettmar Cramer| 1.000000|https://en.wikipedia.org/wiki/Dettmar+Cramer
12/100012_1948-07-03_2008.jpg|Marc Okrand| 1.000000|https://en.wikipedia.org/wiki/Marc+Okrand
65/10001965_1930-05-23_1961.jpg|aleksandar matanovic| 1.000000|https://en.wikipedia.org/wiki/aleksandar+matanovic
16/10002116_1971-05-31_2012.jpg|Diana Damrau| 0.000000|https://en.wikipedia.org/wiki/Diana+Damrau
02/10002702_1960-11-09_2012.jpg|Krista Tippett| 0.000000|https://en.wikipedia.org/wiki/Krista+Tippett
41/10003541_1937-09-27_1971.jpg|Bernie Whitebear| 1.000000|https://en.wikipedia.org/wiki/Bernie+Whitebear
39/100039_1904-12-07_1982.jpg|Clarence Nash| 1.000000|https://en.wikipedia.org/wiki/Clarence+Nash
13/10004113_1946-08-26_2007.jpg|William W. Destler| 1.000000|https://en.wikipedia.org/wiki/William+W.+Destler
22/10004122_1982-03-17_2011.jpg|Daniel Smith| 1.000000|https://en.wikipedia.org/wiki/Daniel+Smith
